0:32.79095:-117.0624:1:00BA7888
87:32.63599:-117.00802:1:00BC8830
88:32.72174:-117.23251:1:00BC8BF0
89:32.54783:-117.07034:1:00BC8B78
90:32.73781:-117.21083:1:00BC8FB0
91:32.93971:-117.11934:1:00BC3E28
92:32.66282:-117.04199:1:00BCB848
93:32.50544:-117.08096:1:00BCB410
94:32.82157:-117.01802:1:00BCB1B8
95:32.62526:-117.01258:1:00BCBE60
96:32.54188:-117.1134:1:00BCB7D0
97:32.46668:-117.02489:1:00BCB230
98:32.52292:-117.10743:1:00BCB2A8
99:32.8635:-117.04034:1:00BCB320
100:32.83556:-117.25542:1:00BCB8C0
101:32.69891:-117.04456:1:00BCBED8
102:32.52363:-117.0065:1:00BCBF50
103:32.47317:-117.06868:1:00BCB398
104:32.92712:-117.13674:1:00BCB500
105:32.85726:-117.09603:1:00BCB488
106:32.4558:-117.04685:1:00BCB938
107:32.93322:-117.15704:1:00BCB0C8
108:32.54811:-117.1007:1:00BCB140
109:32.92289:-117.25995:1:00BCB5F0
110:32.7084:-117.04781:1:00BCBC80
111:32.78711:-117.00757:1:00BCB578
112:32.85865:-117.04117:1:00BCB6E0
113:32.81797:-117.07563:1:00BCBA28
114:32.84294:-117.12676:1:00BCB668
115:32.80194:-117.15751:1:00BCB9B0
116:32.74642:-117.2435:1:00BCBAA0
117:32.88093:-117.05174:1:00BCBB18
118:32.9592:-117.17336:1:00BCBB90
119:32.6328:-117.00299:1:00BCBC08
120:32.81491:-117.23679:1:00BCBCF8
121:32.76676:-117.0007:1:00BCBD70
122:32.66338:-117.00671:1:00BCBDE8
123:32.40361:-117.09051:1:00BCBFC8
124:32.9034:-117.23867:1:00BC8740
125:32.44216:-117.05079:1:00BD0688
126:32.69137:-117.23457:1:00BD0AC0
127:32.78705:-117.02227:1:00BD09D0
128:32.58006:-117.09718:1:00BD0E80
129:32.51912:-117.11252:1:00BD0B38
130:32.6639:-117.12006:1:00BD01D8
131:32.79976:-116.99166:1:00BD0250
132:32.60858:-117.09833:1:00BD02C8
133:32.90259:-117.21919:1:00BD0700
134:32.80479:-117.01127:1:00BD0A48
135:32.89957:-117.11516:1:00BD0D90
136:32.75411:-117.22856:1:00BD0610
137:32.57484:-116.99013:1:00BD0340
138:32.74836:-117.20381:1:00BD0520
139:32.51986:-117.06547:1:00BD0D18
140:32.7778:-117.06912:1:00BD07F0
141:32.9795:-117.26353:1:00BD0868
142:32.92699:-117.17192:1:00BD08E0
143:32.78917:-117.05781:1:00BD0778
144:32.72727:-117.16913:1:00BD0BB0
145:32.78694:-117.1536:1:00BD0958
146:32.93236:-117.19839:1:00BD0CA0
147:32.80408:-117.21013:1:00BD0598
148:32.53416:-117.06917:1:00BD0160
149:32.97727:-117.23478:1:00BD0C28
150:32.74707:-117.09301:1:00BD0E08
151:32.76499:-117.04935:1:00BD0EF8
152:32.90086:-117.09801:1:00BD00E8
153:32.89284:-117.05863:1:00BD0430
154:32.68672:-117.11383:1:00BD03B8
155:32.92715:-117.22598:1:00BD04A8
156:32.61721:-117.03863:1:00BD0FE8
157:32.60827:-117.04567:1:00BCB758
158:32.91594:-117.2586:1:00BD3E98
159:32.85851:-117.06384:1:00BD3970
160:32.80028:-117.09477:1:00BD3808
161:32.67395:-117.07934:1:00BD32E0
162:32.92145:-117.24976:1:00BD3E20
163:32.94467:-117.14727:1:00BD3F88
164:32.61112:-116.98994:1:00BD3DA8
165:32.96599:-117.21867:1:00BD3F10
166:32.96621:-117.17844:1:00BD3AD8
167:32.69096:-117.02186:1:00BD3358
168:32.96469:-117.21767:1:00BD3268
169:32.6863:-117.14802:1:00BD3538
170:32.92643:-117.08557:1:00BD3628
171:32.81181:-117.09168:1:00BD38F8
172:32.61526:-117.10332:1:00BD3B50
173:32.83238:-117.10157:1:00BD33D0
174:32.92309:-117.08263:1:00BD36A0
175:32.6745:-117.09741:1:00BD3718
176:32.81118:-117.07152:1:00BD3100
177:32.94845:-117.1439:1:00BD3448
178:32.79328:-117.01832:1:00BD3CB8
179:32.78978:-117.22318:1:00BD3790
180:32.58109:-117.11138:1:00BD39E8
181:32.81812:-117.1127:1:00BD3178
182:32.82151:-117.26123:1:00BD34C0
183:32.90125:-117.04821:1:00BD35B0
184:32.58443:-117.1281:1:00BD3880
185:32.87355:-117.0336:1:00BD3BC8
186:32.58016:-117.02976:1:00BD3A60
187:32.92321:-117.19625:1:00BD31F0
188:32.77657:-117.03793:1:00BD3D30
189:32.83511:-117.18053:1:00BD4000
190:32.8141:-117.15453:1:00BD0F70
191:32.89983:-117.06688:1:00BD7208
192:32.96677:-117.19441:1:00BD77A8
193:32.89493:-117.2406:1:00BD7550
194:32.66467:-117.11126:1:00BD73E8
195:32.59562:-117.11939:1:00BD7118
196:32.8979:-117.2281:1:00BD7190
197:32.60935:-116.98879:1:00BD7280
198:32.59181:-117.0664:1:00BD7988
199:32.89389:-117.20644:1:00BD7A78
200:32.41597:-117.05561:1:00BD7460
201:32.89149:-117.04724:1:00BD74D8
202:32.89831:-117.22266:1:00BD7F28
203:32.84547:-117.07267:1:00BD72F8
204:32.90612:-117.14056:1:00BD7370
205:32.87154:-117.0716:1:00BD7AF0
206:32.74946:-117.08623:1:00BD75C8
207:32.77439:-117.2076:1:00BD76B8
208:32.82137:-117.13402:1:00BD7640
209:32.67874:-117.0621:1:00BD7730
210:32.68403:-117.03332:1:00BD7898
211:32.59783:-117.07447:1:00BD7A00
212:32.81167:-117.0079:1:00BD7EB0
213:32.73484:-117.11063:1:00BD7BE0
214:32.61896:-117.00582:1:00BD7910
215:32.76801:-117.21802:1:00BD7820
216:32.76931:-117.20528:1:00BD7C58
217:32.91111:-117.12373:1:00BD7CD0
218:32.82049:-117.27354:1:00BD7D48
219:32.90028:-117.2114:1:00BD7DC0
220:32.90558:-117.21443:1:00BD7E38
221:32.95001:-117.25682:1:00BD7B68
222:32.64541:-117.03579:1:00BD8018
223:32.77386:-117.05224:1:00BD3C40
224:32.58844:-117.07358:1:00BDA838
225:32.5251:-117.04864:1:00BDA748
226:32.67442:-117.18106:1:00BDAA90
227:32.67517:-117.166:1:00BDA8B0
228:32.55804:-117.00448:1:00BDA220
229:32.5626:-117.02368:1:00BDA7C0
230:32.45839:-117.10021:1:00BDAF40
231:32.43739:-117.06077:1:00BDA298
232:32.74051:-117.06076:1:00BDAFB8
233:32.96942:-117.27026:1:00BDA6D0
234:32.5296:-117.05277:1:00BDA130
235:32.87178:-117.11453:1:00BDA388
236:32.93082:-117.25756:1:00BDA9A0
237:32.72671:-116.99958:1:00BDAE50
238:32.87755:-117.21888:1:00BDAB08
239:32.91894:-117.25861:1:00BDA310
240:32.70698:-117.13819:1:00BDA928
241:32.87911:-117.21636:1:00BDAA18
242:32.67675:-117.04886:1:00BDABF8
243:32.52512:-117.05203:1:00BDAB80
244:32.5491:-117.00029:1:00BDAC70
245:32.91869:-117.19737:1:00BDACE8
246:32.82467:-117.25889:1:00BDADD8
247:32.80572:-117.11798:1:00BDA568
248:32.54385:-117.10738:1:00BDAD60
249:32.758:-117.03743:1:00BDAEC8
250:32.65543:-117.02071:1:00BDA400
251:32.92313:-117.14738:1:00BDA478
252:32.65656:-116.99295:1:00BDA4F0
253:32.76659:-117.20193:1:00BDA5E0
254:32.81504:-117.17041:1:00BDA1A8
255:32.94467:-117.09755:1:00BDB030
256:32.77321:-117.21075:1:00BD7FA0
257:32.79171:-117.10469:1:00BDF670
258:32.92392:-117.23851:1:00BDF7D8
259:32.77425:-117.17059:1:00BDF2B0
260:32.58703:-117.01893:1:00BDF850
261:32.71166:-116.98886:1:00BDFAA8
262:32.79864:-117.19429:1:00BDF508
263:32.44211:-117.07403:1:00BDFF58
264:32.89457:-117.11362:1:00BDF8C8
265:32.85642:-117.03137:1:00BDFC88
266:32.63718:-117.05558:1:00BDF6E8
267:32.60521:-117.11578:1:00BDF490
268:32.55703:-117.01925:1:00BDFD00
269:32.78886:-117.08788:1:00BDF580
270:32.85235:-117.21329:1:00BDF1C0
271:32.77073:-117.00566:1:00BDF238
272:32.5587:-117.11877:1:00BDF9B8
273:32.92346:-117.23561:1:00BDFB20
274:32.44132:-117.08129:1:00BDF5F8
275:32.89618:-117.14015:1:00BDF760
276:32.91015:-117.05818:1:00BDF328
277:32.56497:-117.07161:1:00BDF940
278:32.5956:-117.01032:1:00BDF148
279:32.89932:-117.06904:1:00BDFB98
280:32.93402:-117.18288:1:00BDF3A0
281:32.88763:-117.04463:1:00BDFA30
282:32.66933:-117.00052:1:00BDFD78
283:32.66666:-117.13826:1:00BDFDF0
284:32.72117:-117.23359:1:00BDF418
285:32.83703:-117.16206:1:00BDFE68
286:32.5683:-117.07429:1:00BDFFD0
287:32.52244:-117.10055:1:00BDFEE0
288:32.7025:-117.17943:1:00BE0048
289:32.58802:-117.10051:1:00BDA658
290:32.50318:-117.09962:1:00BE3920
291:32.68829:-117.07384:1:00BE40A0
292:32.60354:-116.99389:1:00BE3560
293:32.89069:-117.12811:1:00BE4118
294:32.85154:-117.19327:1:00BE3650
295:32.57067:-117.05705:1:00BE3B78
296:32.74594:-117.08097:1:00BE3998
297:32.59969:-117.03824:1:00BE35D8
298:32.86238:-117.18889:1:00BE3A10
299:32.77283:-117.18164:1:00BE3BF0
300:32.67087:-117.03809:1:00BE3FB0
301:32.72065:-117.02611:1:00BE3CE0
302:32.79697:-117.19426:1:00BE36C8
303:32.6239:-117.13824:1:00BE4190
304:32.74412:-117.14387:1:00BE4208
305:32.8661:-117.14151:1:00BE4280
306:32.62923:-117.03378:1:00BE3EC0
307:32.93472:-117.19049:1:00BE38A8
308:32.97117:-117.23704:1:00BE3A88
309:32.67676:-117.01663:1:00BE37B8
310:32.81735:-117.23437:1:00BE3D58
311:32.89406:-117.14029:1:00BE3740
312:32.55116:-117.12327:1:00BE3C68
313:32.84697:-117.07323:1:00BE3DD0
314:32.7592:-116.99541:1:00BE3F38
315:32.87137:-117.04121:1:00BE4028
316:32.746:-117.06891:1:00BE42F8
317:32.9075:-117.09946:1:00BE4370
318:32.74023:-117.22272:1:00BE3830
319:32.47793:-117.08591:1:00BE43E8
320:32.83002:-117.27401:1:00BE3E48
321:32.71419:-117.01355:1:00BE4CD0
322:32.82928:-117.11159:1:00BE4460
323:32.54363:-117.01281:1:00BE4EB0
324:32.76148:-117.11415:1:00BE5018
325:32.62251:-117.05944:1:00BE4D48
326:32.59685:-117.09925:1:00BE45C8
327:32.55716:-116.99668:1:00BE4DC0
328:32.87359:-117.13695:1:00BE5270
329:32.58746:-116.98985:1:00BE4E38
330:32.49031:-117.02407:1:00BE4910
331:32.8551:-117.25076:1:00BE4AF0
332:32.60984:-117.08556:1:00BE4F28
333:32.93986:-117.17848:1:00BE4BE0
334:32.58727:-117.1184:1:00BE4FA0
335:32.39096:-117.08336:1:00BE44D8
336:32.7855:-117.18046:1:00BE52E8
337:32.76375:-117.13836:1:00BE5090
338:32.66179:-116.99306:1:00BE4898
339:32.69899:-117.21904:1:00BE4A00
340:32.78807:-117.02069:1:00BE46B8
341:32.84085:-117.10782:1:00BE4640
342:32.76738:-117.08032:1:00BE4988
343:32.8243:-117.18854:1:00BE4A78
344:32.86315:-117.03098:1:00BE4550
345:32.88227:-117.15108:1:00BE4B68
346:32.83447:-117.25324:1:00BE4730
347:32.77493:-117.04591:1:00BE4820
348:32.713:-117.06296:1:00BE5108
349:32.7468:-117.19911:1:00BE47A8
350:32.87977:-117.23914:1:00BE4C58
351:32.67002:-117.13423:1:00BE5180
352:32.42087:-117.08398:1:00BE51F8
353:32.55967:-117.067:1:00BE53D8
354:32.62319:-117.03524:1:00BE5450
355:32.50417:-117.05501:1:00BE5360
356:32.49698:-117.03024:1:00BDFC10
357:32.45357:-117.02747:1:00BEA760
358:32.77199:-117.07724:1:00BEAB98
359:32.74176:-117.09351:1:00BEB1B0
360:32.6824:-117.17071:1:00BEAEE0
361:32.76778:-117.10715:1:00BEAA30
362:32.84111:-117.16266:1:00BEA5F8
363:32.51442:-117.04818:1:00BEB138
364:32.8259:-117.11883:1:00BEA7D8
365:32.84512:-117.16926:1:00BEA9B8
366:32.45487:-117.04291:1:00BEB228
367:32.54675:-116.99806:1:00BEAC10
368:32.57422:-117.0911:1:00BEA850
369:32.97929:-117.26437:1:00BEAE68
370:32.84649:-117.06933:1:00BEAB20
371:32.74401:-117.123:1:00BEA8C8
372:32.42817:-117.06197:1:00BEAC88
373:32.83032:-117.27841:1:00BEB2A0
374:32.67985:-117.14458:1:00BEAD78
375:32.61646:-117.10124:1:00BEA6E8
376:32.81508:-117.12753:1:00BEAD00
377:32.67482:-117.15214:1:00BEA580
378:32.72935:-117.13269:1:00BEB0C0
379:32.8731:-117.11495:1:00BEA940
380:32.71468:-117.10978:1:00BEB318
381:32.93062:-117.14531:1:00BEADF0
382:32.86671:-117.25038:1:00BEA670
383:32.95344:-117.17605:1:00BEAAA8
384:32.96816:-117.24482:1:00BEAFD0
385:32.68307:-117.09294:1:00BEB390
386:32.90017:-117.18699:1:00BEB048
387:32.92694:-117.1388:1:00BEB408
388:32.9025:-117.14014:1:00BEBDE0
389:32.66301:-117.08633:1:00BEC0B0
390:32.72853:-117.14062:1:00BEBCF0
391:32.49555:-117.07826:1:00BEB480
392:32.97663:-117.2184:1:00BEC1A0
393:32.7202:-117.22086:1:00BEBE58
394:32.74151:-117.1685:1:00BEC290
395:32.82762:-117.18571:1:00BEBA20
396:32.8042:-117.1888:1:00BEC308
397:32.5775:-117.11587:1:00BEB930
398:32.85884:-117.04231:1:00BEB4F8
399:32.76351:-117.02897:1:00BEB570
400:32.82324:-117.16831:1:00BEB5E8
401:32.71664:-117.18293:1:00BEB9A8
402:32.84219:-117.27114:1:00BEC128
403:32.64052:-117.05104:1:00BEC218
404:32.59084:-117.02721:1:00BEB660
405:32.48252:-117.07455:1:00BEBD68
406:32.62197:-117.12759:1:00BEB6D8
407:32.71935:-117.09945:1:00BEB750
408:32.93105:-117.09816:1:00BEBA98
409:32.91523:-117.1216:1:00BEBC78
410:32.82944:-117.12359:1:00BEB7C8
411:32.6815:-117.14139:1:00BEBED0
412:32.93724:-117.26166:1:00BEBF48
413:32.86862:-117.0815:1:00BEBB10
414:32.65263:-117.14734:1:00BEBB88
415:32.70973:-117.19597:1:00BEBFC0
416:32.87024:-117.15776:1:00BEB840
417:32.92645:-117.06947:1:00BEB8B8
418:32.83643:-117.04462:1:00BEBC00
419:32.57838:-117.09463:1:00BEC038
420:32.58135:-117.04138:1:00BEC3F8
421:32.80004:-117.25568:1:00BEC470
422:32.71465:-117.20349:1:00BEC380
423:32.95186:-117.17568:1:00BE3B00
424:32.74358:-117.16416:1:00BF3BC0
425:32.87137:-117.07262:1:00BF4070
426:32.89824:-117.17521:1:00BF3698
427:32.56397:-117.04494:1:00BF3620
428:32.63347:-117.14288:1:00BF3B48
429:32.95181:-117.18522:1:00BF3AD0
430:32.48372:-117.07734:1:00BF4340
431:32.71193:-117.07957:1:00BF3E18
432:32.95595:-117.14045:1:00BF3CB0
433:32.66102:-117.02085:1:00BF3C38
434:32.54159:-117.09195:1:00BF42C8
435:32.85402:-117.24196:1:00BF4430
436:32.72672:-117.11401:1:00BF4250
437:32.85426:-117.12918:1:00BF43B8
438:32.67314:-117.12511:1:00BF3E90
439:32.66957:-117.03746:1:00BF3710
440:32.68546:-117.05697:1:00BF3800
441:32.51533:-117.09912:1:00BF3D28
442:32.79794:-117.0992:1:00BF35A8
443:32.80978:-117.14173:1:00BF3DA0
444:32.83299:-117.07208:1:00BF3F08
445:32.52185:-117.01974:1:00BF39E0
446:32.65006:-117.04421:1:00BF3F80
447:32.84752:-117.12082:1:00BF40E8
448:32.42259:-117.09915:1:00BF4160
449:32.91552:-117.10489:1:00BF38F0
450:32.7681:-117.1658:1:00BF3FF8
451:32.7924:-117.18233:1:00BF41D8
452:32.86917:-117.05895:1:00BF3A58
453:32.7666:-117.24427:1:00BF3878
454:32.91265:-117.25291:1:00BF3968
455:32.94449:-117.21781:1:00BF4688
456:32.63961:-117.07556:1:00BF4A48
457:32.83834:-117.0468:1:00BF4AC0
458:32.64425:-117.12823:1:00BF5060
459:32.76753:-117.03925:1:00BF4598
460:32.70649:-117.07649:1:00BF4B38
461:32.68384:-117.18472:1:00BF4868
462:32.89287:-117.10176:1:00BF4D90
463:32.82269:-117.20606:1:00BF4FE8
464:32.7273:-117.08729:1:00BF52B8
465:32.87098:-117.18882:1:00BF4F70
466:32.79866:-117.06106:1:00BF4E08
467:32.79998:-117.05246:1:00BF51C8
468:32.90436:-117.21741:1:00BF50D8
469:32.9066:-117.17185:1:00BF4BB0
470:32.70393:-117.07204:1:00BF4EF8
471:32.48823:-117.07243:1:00BF4C28
472:32.4741:-117.05411:1:00BF4610
473:32.5951:-117.09356:1:00BF4700
474:32.85551:-117.06921:1:00BF4CA0
475:32.90135:-117.10652:1:00BF5150
476:32.60746:-117.07173:1:00BF4D18
477:32.89819:-117.18685:1:00BF5330
478:32.62786:-117.06952:1:00BF48E0
479:32.79584:-116.99917:1:00BF4E80
480:32.63355:-117.08512:1:00BF5240
481:32.91195:-117.0984:1:00BF44A8
482:32.61037:-117.0639:1:00BF4778
483:32.79113:-117.22965:1:00BF4520
484:32.65143:-117.12259:1:00BF4958
485:32.84354:-117.13776:1:00BF47F0
486:32.64344:-117.04475:1:00BF49D0
487:32.86791:-117.2051:1:00BF5498
488:32.71024:-117.18857:1:00BF53A8
489:32.68891:-117.22613:1:00BF5420
490:32.56997:-117.00627:1:00BEAF58
491:32.92162:-117.18384:1:00BFE260
492:32.78877:-117.05592:1:00BFD5B8
493:32.95767:-117.26622:1:00BFE1E8
494:32.8708:-117.18138:1:00BFDE28
495:32.85634:-117.13702:1:00BFE350
496:32.6851:-117.20986:1:00BFDDB0
497:32.81931:-117.14312:1:00BFD9F0
498:32.55916:-117.0222:1:00BFD630
499:32.90478:-117.07279:1:00BFD540
500:32.76581:-117.20046:1:00BFD4C8
501:32.74167:-117.0234:1:00BFD888
502:32.5503:-117.11934:1:00BFD6A8
503:32.94206:-117.25081:1:00BFD900
504:32.91857:-117.07254:1:00BFDB58
505:32.73422:-117.16455:1:00BFDF18
506:32.78348:-117.08281:1:00BFE170
507:32.41813:-117.06209:1:00BFDEA0
508:32.75476:-117.24454:1:00BFDF90
509:32.51974:-117.04168:1:00BFD720
510:32.69087:-117.0814:1:00BFE0F8
511:32.95848:-117.13601:1:00BFE008
512:32.79528:-117.11896:1:00BFE2D8
513:32.59577:-116.99266:1:00BFD978
514:32.6022:-117.00339:1:00BFDA68
515:32.7507:-117.17428:1:00BFD798
516:32.83343:-117.16055:1:00BFD810
517:32.42886:-117.06333:1:00BFDBD0
518:32.91644:-117.1091:1:00BFDAE0
519:32.71778:-117.10835:1:00BFDCC0
520:32.70121:-117.09185:1:00BFE080
521:32.72114:-117.12442:1:00BFDC48
522:32.56078:-117.00317:1:00BFE3C8
523:32.66265:-117.10688:1:00BFE4B8
524:32.98208:-117.25447:1:00BFE440
525:32.79775:-117.16255:1:00BFCDC0
526:32.54901:-117.04888:1:00BFC5C8
527:32.75301:-117.07244:1:00BFCAF0
528:32.55052:-117.0331:1:00BFC640
529:32.86806:-117.03195:1:00BFCB68
530:32.81718:-117.04809:1:00BFCBE0
531:32.71888:-117.01434:1:00BFD450
532:32.59987:-117.06156:1:00BFC820
533:32.89727:-117.19663:1:00BFCC58
534:32.56775:-117.08252:1:00BFD270
535:32.44272:-117.08238:1:00BFCCD0
536:32.51467:-117.0037:1:00BFCE38
537:32.70042:-117.10187:1:00BFCF28
538:32.64992:-117.04688:1:00BFD1F8
539:32.65917:-117.07714:1:00BFCA78
540:32.54961:-117.03355:1:00BFC898
541:32.92971:-117.10944:1:00BFCEB0
542:32.58459:-117.05903:1:00BFCD48
543:32.8544:-117.22535:1:00BFD2E8
544:32.66363:-117.02496:1:00BFD180
545:32.44692:-117.02894:1:00BFC7A8
546:32.69756:-117.13394:1:00BFD090
547:32.61764:-117.11626:1:00BFCFA0
548:32.95579:-117.12682:1:00BFD018
549:32.59373:-117.08743:1:00BFC6B8
550:32.51648:-117.05758:1:00BFC730
551:32.71641:-117.04532:1:00BFC910
552:32.78441:-117.15745:1:00BFC988
553:32.78139:-117.15709:1:00BFD108
554:32.63592:-117.03012:1:00BFD360
555:32.66861:-117.12288:1:00BFCA00
556:32.79695:-117.0944:1:00BFD3D8
557:32.54831:-117.07894:1:00BF3788
558:32.5653:-117.12533:1:00C08350
559:32.58133:-117.00771:1:00C081E8
560:32.82596:-117.27839:1:00C08530
561:32.80492:-116.9953:1:00C08440
562:32.81227:-117.04635:1:00C08260
563:32.84043:-117.24793:1:00C084B8
564:32.86323:-117.22326:1:00C083C8
565:32.7266:-117.21002:1:00C046D8
566:32.69748:-117.21912:1:00C04B10
567:32.51922:-117.08522:1:00C04C78
568:32.65934:-117.14076:1:00C04ED0
569:32.66792:-117.11712:1:00C04D68
570:32.90828:-117.14904:1:00C04DE0
571:32.50876:-117.07363:1:00C04C00
572:32.53804:-116.99095:1:00C04CF0
573:32.87448:-117.23614:1:00C04E58
574:32.58274:-117.10127:1:00C04660
575:32.87694:-117.25344:1:00C04F48
576:32.70296:-117.00109:1:00C049A8
577:32.63295:-117.1099:1:00C04FC0
578:32.49877:-117.01379:1:00C051A0
579:32.77346:-117.11662:1:00C04930
580:32.75441:-117.12766:1:00C04A20
581:32.63413:-117.02623:1:00C04A98
582:32.77051:-117.05347:1:00C05038
583:32.66331:-117.13471:1:00C04B88
584:32.77016:-117.19452:1:00C04750
585:32.73355:-117.22623:1:00C04840
586:32.51916:-116.99852:1:00C050B0
587:32.4866:-117.08407:1:00C047C8
588:32.7037:-117.16285:1:00C05128
589:32.72603:-117.08205:1:00C05218
590:32.49033:-117.09499:1:00C05470
591:32.60435:-117.04031:1:00C05290
592:32.78097:-117.17056:1:00C045E8
593:32.77909:-117.13491:1:00C05308
594:32.71226:-117.13165:1:00C05380
595:32.79761:-117.17201:1:00C053F8
596:32.54264:-117.10057:1:00C048B8
597:32.63833:-117.13059:1:00C06118
598:32.62621:-117.02835:1:00C062F8
599:32.66999:-117.03784:1:00C06028
600:32.79057:-117.15233:1:00C05EC0
601:32.56208:-117.04378:1:00C05CE0
602:32.47644:-117.08192:1:00C05740
603:32.91695:-117.2185:1:00C057B8
604:32.87973:-117.09598:1:00C058A8
605:32.65055:-117.05462:1:00C05A88
606:32.85569:-117.14042:1:00C05830
607:32.91297:-117.14443:1:00C05DD0
608:32.93544:-117.22532:1:00C05C68
609:32.7738:-117.14016:1:00C06370
610:32.43339:-117.08769:1:00C06208
611:32.82276:-117.20933:1:00C054E8
612:32.80703:-117.18578:1:00C05D58
613:32.42929:-117.07948:1:00C05920
614:32.53198:-117.0213:1:00C056C8
615:32.57116:-117.10056:1:00C05560
616:32.71632:-117.12898:1:00C05B00
617:32.40155:-117.068:1:00C055D8
618:32.73297:-117.07309:1:00C05B78
619:32.4926:-117.03944:1:00C05E48
620:32.66409:-117.01287:1:00C05998
621:32.70794:-117.14994:1:00C05F38
622:32.81055:-117.20646:1:00C06190
623:32.84449:-117.05145:1:00C05650
624:32.62373:-117.02891:1:00C05BF0
625:32.70374:-117.21132:1:00C05A10
626:32.61104:-117.07492:1:00C06280
627:32.60079:-117.06454:1:00C05FB0
628:32.84773:-117.0747:1:00C060A0
629:32.40136:-117.04489:1:00C07018
630:32.75468:-117.19671:1:00C06898
631:32.71488:-117.25191:1:00C07090
632:32.70453:-117.01413:1:00C07180
633:32.79436:-117.05545:1:00C064D8
634:32.46905:-117.08735:1:00C06460
635:32.53877:-117.07431:1:00C06A00
636:32.92289:-117.08516:1:00C06910
637:32.68028:-117.22735:1:00C06EB0
638:32.87053:-117.10319:1:00C06988
639:32.7007:-117.17318:1:00C06B68
640:32.80347:-117.06603:1:00C071F8
641:32.76349:-117.03858:1:00C063E8
642:32.70819:-117.1862:1:00C07270
643:32.73414:-117.0722:1:00C06550
