0:32.79095:-117.0624:0.7304159734:13.35841033:46.6628541:1
0:32.79095:-117.0624:0.1460831947:11.93903599:46.6628541:1
1:32.79726:-117.06936:0.6834177518:13.02989147:46.59241542:1
1:32.79726:-117.06936:0.1366835504:11.74935997:46.59241542:1
2:32.4866:-117.06395:0.7094549297:12.82745759:38.48319918:1
2:32.4866:-117.06395:0.1418909859:11.63248128:38.48319918:1
3:32.78162:-117.18077:0.7356512514:12.52105724:38.37480095:1
3:32.78162:-117.18077:0.1471302503:11.45557577:38.37480095:1
4:32.78607:-117.14765:0.6294548317:13.00673897:40.69083699:1
4:32.78607:-117.14765:0.1258909663:11.73599248:40.69083699:1
5:32.91392:-117.17345:0.6210804744:13.25284709:49.87078129:1
5:32.91392:-117.17345:0.1242160949:11.87808723:49.87078129:1
6:32.8826:-117.13324:0.6282475293:13.47822663:49.13183436:1
6:32.8826:-117.13324:0.1256495059:12.00821399:49.13183436:1
7:32.50719:-117.01211:0.6409417402:12.78261899:42.62324905:1
7:32.50719:-117.01211:0.128188348:11.60659295:42.62324905:1
8:32.63921:-117.05402:0.6616660937:12.49062772:40.06204389:1
8:32.63921:-117.05402:0.1323332187:11.43800677:40.06204389:1
9:32.79368:-117.14399:0.7898583819:12.67630294:41.47111706:1
9:32.79368:-117.14399:0.1579716764:11.54520955:41.47111706:1
10:32.91734:-117.18759:0.571131687:13.1087352:49.55030669:1
10:32.91734:-117.18759:0.1142263374:11.79488176:49.55030669:1
11:32.744:-117.23007:0.7737086121:12.20422968:32.7710154:1
11:32.744:-117.23007:0.1547417224:11.27264993:32.7710154:1
12:32.78609:-117.09:0.744343567:12.77372623:44.4421366:1
12:32.78609:-117.09:0.1488687134:11.60145856:44.4421366:1
13:32.72366:-117.16561:0.7856280311:12.02294394:35.33091968:1
13:32.72366:-117.16561:0.1571256062:11.16798149:35.33091968:1
14:32.83022:-117.11196:0.5966688106:12.8518502:46.15967796:1
14:32.83022:-117.11196:0.1193337621:11.64656478:46.15967796:1
15:32.91747:-117.24427:0.6640836296:13.62306907:47.31910031:1
15:32.91747:-117.24427:0.1328167259:12.09184127:47.31910031:1
